Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
165018986.000000,165.000000,182.000000,345653.000000,298.000000,58398767.000000,7.000000
166002844.000000,163.000000,270.000000,345173.000000,316.000000,58744256.000000,5.000000
167007097.000000,177.000000,184.000000,349311.000000,365.000000,59093932.000000,6.000000
168013669.000000,173.000000,244.000000,350781.000000,240.000000,59444953.000000,1.000000
169013610.000000,172.000000,266.000000,349786.000000,316.000000,59795055.000000,4.000000
170006693.000000,169.000000,243.000000,339332.000000,224.000000,60134611.000000,3.000000
171003528.000000,162.000000,225.000000,348342.000000,321.000000,60483274.000000,8.000000
172029836.000000,178.000000,248.000000,360490.000000,347.000000,60844111.000000,8.000000
173002063.000000,171.000000,257.000000,343112.000000,261.000000,61187484.000000,3.000000
174003098.000000,170.000000,238.000000,348707.000000,300.000000,61536491.000000,5.000000
175012112.000000,191.000000,224.000000,355379.000000,334.000000,61892204.000000,10.000000
176011255.000000,203.000000,232.000000,352596.000000,411.000000,62245211.000000,24.000000
177008828.000000,187.000000,236.000000,349782.000000,384.000000,62595377.000000,15.000000
178013572.000000,173.000000,204.000000,350932.000000,327.000000,62946636.000000,6.000000
179009456.000000,189.000000,312.000000,348748.000000,370.000000,63295754.000000,5.000000
180022045.000000,176.000000,230.000000,353422.000000,256.000000,63649432.000000,6.000000
181008149.000000,163.000000,306.000000,346087.000000,271.000000,63995790.000000,2.000000
182021732.000000,181.000000,192.000000,358995.000000,273.000000,64355058.000000,5.000000
183002851.000000,170.000000,267.000000,347758.000000,255.000000,64703071.000000,3.000000
184006094.000000,193.000000,244.000000,350795.000000,360.000000,65054226.000000,4.000000
185004432.000000,200.000000,224.000000,347466.000000,301.000000,65401993.000000,22.000000
186018424.000000,239.000000,246.000000,353197.000000,344.000000,65755534.000000,37.000000
187002302.000000,225.000000,281.000000,345701.000000,322.000000,66101557.000000,59.000000
188005078.000000,197.000000,201.000000,353644.000000,261.000000,66455462.000000,32.000000
189000112.000000,204.000000,227.000000,350501.000000,384.000000,66806347.000000,29.000000
190000879.000000,236.000000,247.000000,354088.000000,319.000000,67160754.000000,26.000000
191008764.000000,239.000000,274.000000,353858.000000,316.000000,67514928.000000,58.000000
192009268.000000,204.000000,240.000000,352180.000000,295.000000,67867403.000000,45.000000
193003233.000000,252.000000,259.000000,350307.000000,335.000000,68218045.000000,50.000000
194012726.000000,251.000000,284.000000,354381.000000,348.000000,68572774.000000,75.000000
195010021.000000,177.000000,308.000000,348152.000000,312.000000,68921238.000000,37.000000
196003644.000000,176.000000,228.000000,349660.000000,274.000000,69271172.000000,11.000000
197001711.000000,178.000000,261.000000,351036.000000,261.000000,69622469.000000,3.000000
198014342.000000,170.000000,228.000000,355211.000000,252.000000,69977932.000000,8.000000
199003071.000000,177.000000,199.000000,346535.000000,372.000000,70324839.000000,6.000000
200001353.000000,184.000000,236.000000,351228.000000,251.000000,70676318.000000,7.000000
201002855.000000,187.000000,240.000000,354260.000000,239.000000,71030817.000000,6.000000
202004253.000000,211.000000,168.000000,354211.000000,294.000000,71385322.000000,23.000000
203002162.000000,218.000000,222.000000,350260.000000,362.000000,71735944.000000,42.000000
204003617.000000,222.000000,332.000000,350706.000000,389.000000,72087039.000000,39.000000
205006134.000000,197.000000,210.000000,355268.000000,354.000000,72442661.000000,31.000000
206000034.000000,15489.000000,34471.000000,297264.000000,33155.000000,72773080.000000,78.000000
207002143.000000,46285.000000,160913.000000,293987.000000,108693.000000,73175760.000000,292.000000
208000181.000000,4919.000000,3313.000000,181072.000000,184190.000000,73541022.000000,4252.000000
209003023.000000,4620.000000,3295.000000,186834.000000,183564.000000,73911420.000000,4051.000000
210000592.000000,14459.000000,40826.000000,215707.000000,155007.000000,74282134.000000,3381.000000
211000088.000000,4942.000000,3584.000000,191468.000000,183374.000000,74656976.000000,4293.000000
212000031.000000,14861.000000,38474.000000,225834.000000,153287.000000,75036097.000000,3806.000000
213003948.000000,4718.000000,4542.000000,207922.000000,181582.000000,75425601.000000,4129.000000
214000193.000000,3593.000000,4775.000000,210458.000000,169325.000000,75805384.000000,3090.000000
215000256.000000,14477.000000,39671.000000,247420.000000,143713.000000,76196517.000000,3522.000000
216001614.000000,4271.000000,6632.000000,234587.000000,168343.000000,76599447.000000,3572.000000
217000091.000000,3749.000000,5758.000000,229891.000000,172586.000000,77001924.000000,3241.000000
218000037.000000,14306.000000,38112.000000,251127.000000,147507.000000,77400558.000000,3457.000000
219000061.000000,3824.000000,6433.000000,229302.000000,175508.000000,77805368.000000,3194.000000
220000014.000000,11336.000000,28935.000000,251652.000000,157310.000000,78214330.000000,3739.000000
221000149.000000,7253.000000,17006.000000,249585.000000,164190.000000,78628105.000000,3451.000000
222000047.000000,3829.000000,6860.000000,244972.000000,169655.000000,79042732.000000,3037.000000
223001057.000000,14590.000000,39533.000000,258993.000000,151946.000000,79453671.000000,4066.000000
224000157.000000,3904.000000,6832.000000,245824.000000,175380.000000,79874875.000000,3366.000000
225000570.000000,3758.000000,6408.000000,250289.000000,177068.000000,80302232.000000,3180.000000
226001728.000000,14701.000000,38389.000000,259769.000000,155369.000000,80717370.000000,4213.000000
227000531.000000,3613.000000,5374.000000,251999.000000,175119.000000,81144488.000000,3109.000000
228000116.000000,3738.000000,6455.000000,259353.000000,176437.000000,81580278.000000,3310.000000
229000466.000000,15200.000000,37870.000000,266640.000000,152836.000000,81999754.000000,4816.000000
230000396.000000,4511.000000,7545.000000,267486.000000,168723.000000,82435963.000000,3893.000000
231000360.000000,4878.000000,7684.000000,261750.000000,170213.000000,82867926.000000,4182.000000
232000141.000000,15193.000000,38612.000000,265815.000000,151774.000000,83285515.000000,4813.000000
233000044.000000,5086.000000,7650.000000,261223.000000,171938.000000,83718676.000000,4575.000000
234001323.000000,4418.000000,7062.000000,262722.000000,169890.000000,84151288.000000,3864.000000
235000578.000000,15737.000000,38754.000000,270938.000000,152549.000000,84574775.000000,5326.000000
236000049.000000,5329.000000,8152.000000,263114.000000,170611.000000,85008500.000000,4611.000000
237000089.000000,3786.000000,6065.000000,261882.000000,170614.000000,85440996.000000,3266.000000
238000372.000000,14521.000000,37169.000000,267377.000000,153772.000000,85862145.000000,4379.000000
239002153.000000,3564.000000,6343.000000,259596.000000,174285.000000,86296026.000000,3067.000000
240000029.000000,8541.000000,18728.000000,262558.000000,165929.000000,86724513.000000,4556.000000
241000245.000000,10892.000000,26288.000000,268790.000000,155351.000000,87148654.000000,3923.000000
242000112.000000,4236.000000,8158.000000,266860.000000,169769.000000,87585283.000000,3646.000000
243000003.000000,14157.000000,34647.000000,269655.000000,155170.000000,88010108.000000,5063.000000
244000402.000000,5626.000000,10699.000000,262386.000000,173249.000000,88445743.000000,4068.000000
245000361.000000,4501.000000,7597.000000,260961.000000,175338.000000,88882042.000000,3850.000000
246002023.000000,15315.000000,36593.000000,265784.000000,158671.000000,89306497.000000,5254.000000
247001179.000000,3827.000000,5983.000000,268808.000000,173547.000000,89748852.000000,3237.000000
248000109.000000,4076.000000,7528.000000,268445.000000,175261.000000,90192558.000000,3464.000000
249000589.000000,16512.000000,37593.000000,279030.000000,157782.000000,90629370.000000,6710.000000
250000939.000000,5070.000000,9526.000000,270113.000000,174818.000000,91074301.000000,4301.000000
251000251.000000,9863.000000,12243.000000,281194.000000,169485.000000,91524980.000000,8884.000000
252000136.000000,16629.000000,37262.000000,279256.000000,157330.000000,91961566.000000,6981.000000
253002518.000000,5318.000000,8338.000000,277181.000000,172921.000000,92411668.000000,4787.000000
254000047.000000,5842.000000,9069.000000,271880.000000,175440.000000,92858988.000000,5240.000000
255000351.000000,16735.000000,37303.000000,273818.000000,161643.000000,93294449.000000,7108.000000
256000014.000000,5651.000000,9741.000000,271013.000000,174519.000000,93739981.000000,4976.000000
257000883.000000,5729.000000,9700.000000,278140.000000,174926.000000,94193047.000000,5070.000000
258000015.000000,17076.000000,37063.000000,275796.000000,162376.000000,94631219.000000,7671.000000
259000004.000000,5587.000000,8442.000000,279177.000000,174998.000000,95085394.000000,4931.000000
260000011.000000,5611.000000,8821.000000,281729.000000,176952.000000,95544075.000000,5012.000000
261000079.000000,15611.000000,33990.000000,272795.000000,165493.000000,95982363.000000,6895.000000
262001114.000000,6995.000000,12338.000000,279335.000000,175133.000000,96436831.000000,5615.000000
263001139.000000,5189.000000,8535.000000,288490.000000,172358.000000,96897679.000000,4668.000000
264000086.000000,10935.000000,24152.000000,283306.000000,163163.000000,97344148.000000,5427.000000
265000003.000000,11606.000000,21835.000000,284559.000000,171519.000000,97800226.000000,7296.000000
266000005.000000,6213.000000,10798.000000,280222.000000,175607.000000,98256055.000000,5373.000000
267000059.000000,7357.000000,13520.000000,284062.000000,173048.000000,98713165.000000,5462.000000
268000017.000000,15207.000000,32063.000000,284912.000000,162170.000000,99160247.000000,7475.000000
269000560.000000,5324.000000,9892.000000,286951.000000,173357.000000,99620555.000000,4667.000000
270001277.000000,5553.000000,9713.000000,293722.000000,171340.000000,100085617.000000,4982.000000
271000070.000000,16866.000000,35181.000000,278511.000000,164722.000000,100528850.000000,8228.000000
272001074.000000,5823.000000,9912.000000,286930.000000,173611.000000,100989391.000000,5261.000000
273000529.000000,5722.000000,9148.000000,295171.000000,168490.000000,101453052.000000,5158.000000
274000059.000000,16802.000000,33744.000000,277238.000000,168447.000000,101898737.000000,8469.000000
275000094.000000,5594.000000,8971.000000,289686.000000,173421.000000,102361844.000000,5067.000000
276000015.000000,5465.000000,9337.000000,293228.000000,172339.000000,102827411.000000,4955.000000
277000361.000000,16882.000000,34152.000000,277496.000000,168030.000000,103272937.000000,8485.000000
278002680.000000,5485.000000,10161.000000,295402.000000,169487.000000,103737826.000000,4846.000000
279001481.000000,5269.000000,9576.000000,296323.000000,169927.000000,104204076.000000,4733.000000
280000391.000000,16571.000000,32535.000000,278626.000000,168030.000000,104650732.000000,8678.000000
281000030.000000,5617.000000,9574.000000,296193.000000,170854.000000,105117779.000000,4984.000000
282000051.000000,5787.000000,9950.000000,292482.000000,170924.000000,105581185.000000,5093.000000
283000084.000000,16605.000000,31644.000000,282380.000000,167989.000000,106031554.000000,9238.000000
