Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
184005947.000000,319.000000,65.000000,351511.000000,399.000000,65055542.000000,140.000000
185004432.000000,284.000000,72.000000,347469.000000,372.000000,65403383.000000,158.000000
186013863.000000,315.000000,66.000000,351508.000000,400.000000,65755291.000000,146.000000
187002147.000000,307.000000,55.000000,347158.000000,380.000000,66102829.000000,164.000000
188000586.000000,264.000000,58.000000,351935.000000,335.000000,66455099.000000,148.000000
189000008.000000,359.000000,64.000000,352033.000000,448.000000,66807580.000000,171.000000
190000879.000000,294.000000,71.000000,354102.000000,381.000000,67162063.000000,186.000000
191004180.000000,278.000000,65.000000,352161.000000,365.000000,67514589.000000,134.000000
192002435.000000,286.000000,70.000000,351311.000000,372.000000,67866272.000000,128.000000
193003233.000000,319.000000,56.000000,352609.000000,392.000000,68219273.000000,164.000000
194008174.000000,313.000000,79.000000,352715.000000,410.000000,68572398.000000,161.000000
195000790.000000,278.000000,79.000000,346389.000000,372.000000,68919159.000000,146.000000
196003644.000000,247.000000,91.000000,352818.000000,353.000000,69272330.000000,124.000000
197001711.000000,250.000000,76.000000,350972.000000,337.000000,69623639.000000,99.000000
198004897.000000,235.000000,56.000000,351868.000000,313.000000,69975820.000000,102.000000
199003068.000000,328.000000,88.000000,349754.000000,446.000000,70326020.000000,159.000000
200001353.000000,245.000000,76.000000,351188.000000,330.000000,70677538.000000,130.000000
201005169.000000,232.000000,79.000000,354996.000000,330.000000,71032864.000000,95.000000
202004253.000000,278.000000,55.000000,353344.000000,340.000000,71386548.000000,106.000000
203002136.000000,311.000000,80.000000,350121.000000,407.000000,71737076.000000,158.000000
204003617.000000,356.000000,65.000000,350684.000000,440.000000,72088200.000000,186.000000
205001257.000000,324.000000,72.000000,353512.000000,419.000000,72442131.000000,193.000000
206000041.000000,10742.000000,4774.000000,297128.000000,34959.000000,72774218.000000,431.000000
207002145.000000,34474.000000,63847.000000,274605.000000,128086.000000,73176909.000000,2563.000000
208000002.000000,58103.000000,6366.000000,179142.000000,186248.000000,73542299.000000,56493.000000
209003025.000000,55686.000000,7446.000000,188049.000000,182482.000000,73912830.000000,52666.000000
210000037.000000,47457.000000,26627.000000,209377.000000,161356.000000,74283563.000000,36700.000000
211000006.000000,51634.000000,10614.000000,200197.000000,174878.000000,74658638.000000,44794.000000
212000029.000000,45249.000000,28382.000000,223909.000000,155198.000000,75037745.000000,32431.000000
213000747.000000,52919.000000,12816.000000,209923.000000,178810.000000,75426478.000000,48783.000000
214000008.000000,46928.000000,22104.000000,215609.000000,165437.000000,75807524.000000,42835.000000
215003183.000000,42839.000000,35270.000000,240464.000000,151935.000000,76199923.000000,33002.000000
216001618.000000,50060.000000,19733.000000,230816.000000,171632.000000,76602371.000000,48571.000000
217000031.000000,50480.000000,21156.000000,227291.000000,175215.000000,77004877.000000,48394.000000
218000009.000000,45719.000000,34191.000000,240943.000000,158058.000000,77403878.000000,36919.000000
219000002.000000,52356.000000,20046.000000,225005.000000,179941.000000,77808824.000000,51185.000000
220000010.000000,46983.000000,30033.000000,245058.000000,164165.000000,78218047.000000,40134.000000
221000014.000000,49984.000000,24117.000000,243330.000000,170746.000000,78632123.000000,46198.000000
222000044.000000,50315.000000,21083.000000,241112.000000,173887.000000,79047122.000000,48733.000000
223000007.000000,46156.000000,36154.000000,250322.000000,160745.000000,79458189.000000,37045.000000
224003667.000000,52103.000000,21799.000000,242789.000000,180598.000000,79881576.000000,50938.000000
225000572.000000,52812.000000,21547.000000,244534.000000,181676.000000,80307786.000000,51344.000000
226004056.000000,48582.000000,36016.000000,251086.000000,165230.000000,80724102.000000,39741.000000
227000006.000000,52917.000000,21426.000000,246353.000000,179186.000000,81149641.000000,51500.000000
228000025.000000,53008.000000,20492.000000,255391.000000,180787.000000,81585819.000000,51562.000000
229000007.000000,47952.000000,38681.000000,256740.000000,163180.000000,82005739.000000,39424.000000
230000002.000000,50748.000000,25354.000000,262732.000000,173765.000000,82442236.000000,49325.000000
231000018.000000,50975.000000,26690.000000,258604.000000,173657.000000,82874497.000000,48354.000000
232000035.000000,47158.000000,37829.000000,256747.000000,161335.000000,83292579.000000,38166.000000
233000020.000000,51949.000000,27706.000000,257473.000000,175651.000000,83725703.000000,50164.000000
234001630.000000,49657.000000,25701.000000,260755.000000,172422.000000,84158880.000000,47012.000000
235000009.000000,47714.000000,39571.000000,260809.000000,162383.000000,84582072.000000,38982.000000
236000019.000000,51710.000000,28073.000000,258991.000000,175346.000000,85016409.000000,50065.000000
237000014.000000,51829.000000,23842.000000,257293.000000,174851.000000,85448553.000000,49813.000000
238003052.000000,48346.000000,37196.000000,257669.000000,165153.000000,85871375.000000,39872.000000
239000017.000000,51263.000000,22869.000000,252920.000000,179595.000000,86303890.000000,50131.000000
240000015.000000,50350.000000,28433.000000,257221.000000,172246.000000,86733357.000000,46177.000000
241000029.000000,47927.000000,27642.000000,260092.000000,163818.000000,87157267.000000,41662.000000
242000007.000000,51494.000000,20211.000000,262279.000000,174412.000000,87593958.000000,49944.000000
243000076.000000,48489.000000,35282.000000,260779.000000,164031.000000,88018768.000000,40695.000000
244000406.000000,52375.000000,22687.000000,258318.000000,178243.000000,88455329.000000,49975.000000
245000001.000000,53061.000000,20979.000000,256853.000000,179737.000000,88891919.000000,51414.000000
246002033.000000,50667.000000,36490.000000,256329.000000,168846.000000,89317094.000000,41925.000000
247000002.000000,53387.000000,21039.000000,264464.000000,177909.000000,89759467.000000,51860.000000
248000020.000000,52905.000000,22539.000000,263511.000000,180937.000000,90203915.000000,51358.000000
